"","V1","V2","V3","V4","V5","V6","V7","V8"
"33",1.34640847913337,1.19737703356562,1.19218016961457,1.19746192441314,1.35216616002941,1.1911568033224,1.1911568033224,1.1911568033224
"34",1.34168866109102,1.18488468528097,1.17975912893988,1.19951274652922,1.35392960247205,1.19257281418576,1.19257281418576,1.19257281418576
"35",1.34970782832438,1.19443656654403,1.19264031566952,1.19519369097594,1.34781325204664,1.19212594698241,1.19212594698241,1.19212594698241
"36",1.35404526735102,1.18951242621889,1.19090113934208,1.18549633118257,1.35072552564688,1.18458375550098,1.18458375550098,1.18458375550098
"37",1.35016511498674,1.1928720229465,1.19131470962525,1.19890201021393,1.34104246910467,1.18898166170485,1.18898166170485,1.18898166170485
"38",1.35795315273795,1.20061081504023,1.19525816080744,1.19770644089334,1.34085320591554,1.18856578698899,1.18856578698899,1.18856578698899
"39",1.36344298524274,1.21281326995994,1.21103555340377,1.18112423620356,1.35090503502135,1.19239501227891,1.19239501227891,1.19239501227891
"40",1.34815114261931,1.19454172897186,1.18880426228758,1.18006871050019,1.35045231277122,1.1879615790608,1.1879615790608,1.1879615790608
"41",1.33726827058636,1.1869612645962,1.1856280712091,1.19697838432191,1.36184966467164,1.18769436900272,1.18769436900272,1.18769436900272
"42",1.35215296176935,1.19166876282268,1.18803420601529,1.19982828913742,1.32634718528751,1.17477988351603,1.17477988351603,1.17477988351603
"43",1.37716597645274,1.20196955280806,1.19617383140968,1.19569846869396,1.34411067083861,1.18559424707648,1.18559424707648,1.18559424707648
"44",1.34224841325251,1.18667936990209,1.18864813235669,1.1846306695037,1.36100907730262,1.19184999091984,1.19184999091984,1.19184999091984
"45",1.34168603532517,1.18739629737402,1.17914618913305,1.18754097852096,1.33727385044949,1.17388265778294,1.17388265778294,1.17388265778294
"46",1.35262801629753,1.18780099578372,1.18487400074295,1.18108903422941,1.3499111971145,1.19243657837019,1.19243657837019,1.19243657837019
"47",1.35040957730803,1.18395261564252,1.18459355073012,1.17652266984054,1.33859508899391,1.15908309882325,1.15908309882325,1.15908309882325
"48",1.3512194812231,1.1952293004483,1.18939581240746,1.17363420268773,1.3434932917305,1.18169072841058,1.18169072841058,1.18169072841058
"49",1.35737204093065,1.18966982360577,1.18966982360577,1.19506262710825,1.33724215080374,1.18838505629764,1.18838505629764,1.18838505629764
"50",1.35441361035467,1.19042799974147,1.18825855553861,1.20257865103481,1.34009397751238,1.18466993888489,1.18466993888489,1.18466993888489
"51",1.36529663125368,1.19314644244612,1.18361341412406,1.19422912590974,1.34471978925002,1.18913759755011,1.18913759755011,1.18913759755011
"52",1.37823999039554,1.2095566178064,1.20149594622831,1.1819849040404,1.34371830597729,1.19738337843167,1.19738337843167,1.19738337843167
"53",1.36091042562395,1.20194893860842,1.20008887356493,1.18299857948602,1.3492478645994,1.18688235341036,1.18688235341036,1.18688235341036
"54",1.35145150988022,1.18567662741524,1.18470850690358,1.17012231048684,1.3527717762682,1.18870937403812,1.18870937403812,1.18870937403812
"55",1.35388793396968,1.1746547747147,1.17531994255669,1.18175390114845,1.36398052084373,1.19054527020608,1.19054527020608,1.19054527020608
"56",1.34350250747227,1.19367093464366,1.1919018047258,1.18480762418554,1.34361624380772,1.18345952711181,1.18345952711181,1.18345952711181
"57",1.35912851707964,1.22368093288524,1.2155855532657,1.20205957727445,1.33838080144934,1.18216986440019,1.18216986440019,1.18216986440019
"58",1.35707677441413,1.18735715993598,1.18694809948679,1.18118969706497,1.34071343980092,1.18567167624385,1.18567167624385,1.18567167624385
"59",1.34297009194358,1.18256088018138,1.17737804474696,1.18172713809448,1.34273910888462,1.17936393026878,1.17936393026878,1.17936393026878
"60",1.34065876696338,1.18052912448371,1.1753311591047,1.19349221694316,1.34014625344056,1.17227978874817,1.17227978874817,1.17227978874817
"61",1.35242158760792,1.18291982122425,1.18095667788788,1.18921929526078,1.33931228792095,1.17560026733883,1.17560026733883,1.17560026733883
"62",1.35482182995786,1.1908022335831,1.19508529939446,1.1956808002347,1.34931568563532,1.18530910022846,1.18530910022846,1.18530910022846
"63",1.348628411977,1.19832576618582,1.18290201789412,1.1845096143974,1.35578188523593,1.1931900662738,1.1931900662738,1.1931900662738
"64",1.36344082850864,1.18917478197495,1.18922277357269,1.1898073492291,1.34545156729221,1.17621896602525,1.17621896602525,1.17621896602525
"65",1.34501464266969,1.17591670455382,1.17591670455382,1.19507959050774,1.34080702157675,1.17632175374623,1.17632175374623,1.17632175374623
"66",1.3636950560758,1.18759652988875,1.18596192766231,1.18764386026928,1.3493516156327,1.18141788941039,1.18141788941039,1.18141788941039
"67",1.34770899483503,1.1881031418491,1.18192910666102,1.18658243224003,1.34409398299809,1.20096910451242,1.20096910451242,1.20096910451242
"68",1.36137691423793,1.20072652796621,1.19788206262686,1.17939100423312,1.35014783766165,1.17907756965079,1.17907756965079,1.17907756965079
"69",1.36029046936234,1.18848319820788,1.18529221726856,1.19134915756699,1.33604723312755,1.17402191974223,1.17402191974223,1.17402191974223
"70",1.34572776895651,1.19027252937518,1.1952536627547,1.18310438198927,1.33113030381519,1.16857803282811,1.16857803282811,1.16857803282811
"71",1.34860615335155,1.1870754062275,1.18700715184535,1.18205721882303,1.3478028103098,1.17510730134162,1.17510730134162,1.17510730134162
"72",1.34712856986045,1.19098910173792,1.18757525574721,1.19359000371889,1.33773595573397,1.17922585012029,1.17922585012029,1.17922585012029
"73",1.35786021046258,1.18759220386256,1.17713682285262,1.19927336905526,1.33701371423285,1.17894716412073,1.17894716412073,1.17894716412073
"74",1.36411486346314,1.21228892807617,1.20890160798781,1.18012164540872,1.35598858974586,1.19233473705011,1.19233473705011,1.19233473705011
"75",1.36099631525876,1.19614335303074,1.19071783721448,1.19844512452623,1.34386069521957,1.17403195096877,1.17403195096877,1.17403195096877
"76",1.35155135161409,1.19952928870357,1.19684996193297,1.18736365786362,1.34376619706588,1.1895782928875,1.1895782928875,1.1895782928875
"77",1.34582171812814,1.18411707375488,1.17449786066035,1.19930520212753,1.32648345010538,1.175255075476,1.175255075476,1.175255075476
"78",1.34408772256407,1.19651945791716,1.19263280965321,1.17522309434915,1.3401916695345,1.17249635213036,1.17249635213036,1.17249635213036
"79",1.34313967223694,1.19240769070332,1.17977121637857,1.19584644005066,1.35394244088285,1.18224066656173,1.18224066656173,1.18224066656173
"80",1.35975071778897,1.19571611886075,1.20024197647684,1.18685006163372,1.33237751485122,1.18535042923713,1.18535042923713,1.18535042923713
"81",1.34845572629285,1.19254383356943,1.19698446098697,1.19203680645834,1.34542741852437,1.17617473020112,1.17617473020112,1.17617473020112
"82",1.35542085633754,1.18527511875004,1.1774889805772,1.19350613493427,1.3408139643415,1.18491789138276,1.18491789138276,1.18491789138276
"83",1.37493050460032,1.20586904133918,1.20363393995797,1.18608564035831,1.35257466326805,1.1993715815683,1.1993715815683,1.1993715815683
"84",1.34529932148085,1.19076149101286,1.18790272253399,1.18730603410553,1.34331901141016,1.17665548603241,1.17665548603241,1.17665548603241
"85",1.34733221140481,1.18148670509976,1.18043123037765,1.19740016139508,1.36500902184003,1.18194161332154,1.18194161332154,1.18194161332154
"86",1.34633716062832,1.20108022931756,1.19589327352152,1.1818655659989,1.35414182366859,1.19026604568834,1.19026604568834,1.19026604568834
"87",1.35528710339258,1.20343827826716,1.19745206189389,1.18728837846539,1.33229824285242,1.17873670173852,1.17873670173852,1.17873670173852
"88",1.35159217202895,1.18010190106765,1.17822905898098,1.1983212067547,1.35189618611271,1.18447460855814,1.18447460855814,1.18447460855814
"89",1.36376137010956,1.1978302483319,1.19784364557051,1.18001856240789,1.34106413486337,1.18701069596414,1.18701069596414,1.18701069596414
"90",1.3434598738833,1.1765753176398,1.17067224408688,1.17819979656955,1.33540115557175,1.17892493616917,1.17892493616917,1.17892493616917
"91",1.34144905818975,1.191324069538,1.18256832561904,1.19014350092417,1.34006565214991,1.1772121521245,1.1772121521245,1.1772121521245
"92",1.35333496987769,1.18618691976206,1.1821882532507,1.19418630683233,1.34106930560997,1.18336832933954,1.18336832933954,1.18336832933954
"93",1.36258193325238,1.19823374747017,1.19066931729936,1.19683260092991,1.35222800339756,1.1840500863758,1.1840500863758,1.1840500863758
"94",1.34726184523922,1.18613783859273,1.19103973098477,1.19241841351518,1.34377084774671,1.16954985224007,1.16954985224007,1.16954985224007
"95",1.34519207822437,1.20357264784214,1.20373478338905,1.1889226689028,1.34257879369864,1.1871420931832,1.1871420931832,1.1871420931832
"96",1.35340486966919,1.19207168180064,1.19106879725091,1.18356968918248,1.35121748833178,1.19218596714375,1.19218596714375,1.19218596714375
"97",1.3633219677959,1.19967032910927,1.19687070246638,1.20105906530285,1.35253848943798,1.17669810207413,1.17669810207413,1.17669810207413
"98",1.35795400297791,1.18603080392765,1.18124243813745,1.19306439904473,1.34864687794826,1.18201853792527,1.18201853792527,1.18201853792527
"99",1.35632863216728,1.18960537197383,1.18796718741688,1.20067110296054,1.34475207081204,1.18314681975467,1.18314681975467,1.18314681975467
"100",1.34977407174881,1.19212572693752,1.19204411368322,1.18232117453752,1.34944659384558,1.17472176480318,1.17472176480318,1.17472176480318
"101",1.34975409133304,1.18943153576793,1.18398047287831,1.18906267249158,1.34667149091752,1.18382618763097,1.18382618763097,1.18382618763097
"102",1.34832404897144,1.19210806078186,1.18378987261735,1.19295243104116,1.34185352079861,1.17597553928232,1.17597553928232,1.17597553928232
"103",1.33896042026814,1.19092232948788,1.19003366498248,1.19460373945243,1.3524272029433,1.17912752201662,1.17912752201662,1.17912752201662
"104",1.35933428183901,1.20417073927227,1.20564420565034,1.1835319972915,1.34982339546284,1.19605936153407,1.19605936153407,1.19605936153407
"105",1.33351541361916,1.19430573773849,1.18645489975999,1.18275145705147,1.33695223394663,1.17917645509385,1.17917645509385,1.17917645509385
"106",1.34720585498827,1.19278004964416,1.18562806516072,1.19233524192553,1.35430083615476,1.18682005692407,1.18682005692407,1.18682005692407
"107",1.37290943366956,1.19957702281292,1.19937333037206,1.1857921199193,1.35000570264389,1.19156653186871,1.19156653186871,1.19156653186871
"108",1.35091875169366,1.1894414125817,1.18730560201192,1.17334845571407,1.34468035293119,1.18755177352405,1.18755177352405,1.18755177352405
"109",1.35343938353089,1.20212610519712,1.20036993147156,1.18106328716786,1.35401266087129,1.1850337963752,1.1850337963752,1.1850337963752
"110",1.34159185149145,1.17807639669585,1.17594181409105,1.17559339870665,1.34419814697172,1.16960808680407,1.16960808680407,1.16960808680407
"111",1.36053421042998,1.19775326999525,1.20108348753327,1.18270663090567,1.32923231714708,1.16819366042514,1.16819366042514,1.16819366042514
"112",1.36339146771823,1.20043440091446,1.1896420258052,1.19662557425176,1.34553306741709,1.1861860943745,1.1861860943745,1.1861860943745
"113",1.34454423335934,1.17843138823381,1.18232230628992,1.19893273863729,1.35928761151424,1.19914656267877,1.19914656267877,1.19914656267877
"114",1.35999483671164,1.19874121208212,1.19822608587135,1.19546810833995,1.33538742163921,1.16994606559598,1.16994606559598,1.16994606559598
"115",1.34861265559515,1.19441344591039,1.19805017826759,1.19417867588933,1.34171359376863,1.18450595712064,1.18450595712064,1.18450595712064
"116",1.35858777567947,1.20298880281663,1.19787361666112,1.18029133844914,1.35456206036596,1.18647712047081,1.18647712047081,1.18647712047081
"117",1.3644180177529,1.19169016639721,1.18964589984198,1.19055927903592,1.35607367264262,1.18814361515859,1.18814361515859,1.18814361515859
"118",1.36286893943869,1.19133766613316,1.18977508975903,1.18459823433295,1.3435357069359,1.18848007917301,1.18848007917301,1.18848007917301
"119",1.34500290402247,1.19902749027062,1.19811441344816,1.18329474791028,1.34438061813694,1.19036465554369,1.19036465554369,1.19036465554369
"120",1.36911039461712,1.20475053342281,1.1977042474582,1.18495917874917,1.33727350514826,1.18716693256667,1.18716693256667,1.18716693256667
"121",1.35590705703309,1.1963810030049,1.19490541293036,1.1881419303895,1.34462838969312,1.1847548876493,1.1847548876493,1.1847548876493
"122",1.370833695889,1.20666278086647,1.20493687275081,1.20388973881908,1.34340472039836,1.17351722433635,1.17351722433635,1.17351722433635
"123",1.35290744282768,1.19054198912032,1.18852808236498,1.19470752448748,1.35584236828162,1.19468138155677,1.19468138155677,1.19468138155677
"124",1.35574885449027,1.19670338696826,1.19815271496385,1.18685869152803,1.34688825993682,1.19221788013158,1.19221788013158,1.19221788013158
"125",1.359622992451,1.20010903635769,1.194307324031,1.17674993228248,1.34886799845845,1.19010431395336,1.19010431395336,1.19010431395336
"126",1.35985467115777,1.18737446295427,1.18737446295427,1.19247186582974,1.34348259844283,1.1795992822814,1.1795992822814,1.1795992822814
"127",1.3466334704689,1.18908111343297,1.18157424168958,1.1958790299555,1.3420427758152,1.17944491743358,1.17944491743358,1.17944491743358
"128",1.36171094790589,1.19765225385068,1.19679854210342,1.18705680664401,1.35375819650093,1.20107941307509,1.20107941307509,1.20107941307509
"129",1.3441076665201,1.18906420413787,1.18851644651814,1.1855516876532,1.339897483847,1.17326764141399,1.17326764141399,1.17326764141399
"130",1.35399416810855,1.18797063599364,1.18880282219179,1.17566706156048,1.3346741614998,1.18683289104115,1.18683289104115,1.18683289104115
"131",1.34986960837649,1.19443278578998,1.19672932041605,1.18810224601411,1.35452317350374,1.19468718505269,1.19468718505269,1.19468718505269
"132",1.34688304656312,1.18134723226864,1.18162719755477,1.17991777062093,1.34207293362386,1.16433734253514,1.16433734253514,1.16433734253514
"133",1.36584527829248,1.2034699971612,1.20271856855988,1.18536996297444,1.33628524834685,1.1711449527348,1.1711449527348,1.1711449527348
"134",1.35233475313596,1.1884532982805,1.18660684046822,1.20158291849778,1.355304100606,1.18892157773055,1.18892157773055,1.18892157773055
"135",1.33435539680405,1.17951543457886,1.17640228153799,1.18912070747808,1.3383425182617,1.1907655275554,1.1907655275554,1.1907655275554
"136",1.35371864582908,1.20137381578993,1.19722423084503,1.1869680889369,1.33832590395426,1.17894822830231,1.17894822830231,1.17894822830231
"137",1.35514205864335,1.19278859163703,1.1887832733695,1.18796015474551,1.35588951464857,1.19072350086492,1.19072350086492,1.19072350086492
"138",1.35865369639057,1.19110791431802,1.19173555720386,1.18528571179502,1.33954763167542,1.17709658895617,1.17709658895617,1.17709658895617
"139",1.3575714604692,1.20106908250419,1.19998690407749,1.198664087635,1.35378950190243,1.1870836541543,1.1870836541543,1.1870836541543
"140",1.35363376981684,1.18689922286169,1.18799086563232,1.17263798282489,1.35144871169839,1.18777554645396,1.18777554645396,1.18777554645396
"141",1.36166370953705,1.18777367578684,1.1885702896743,1.19531727542293,1.35743285227398,1.19272277490523,1.19272277490523,1.19272277490523
"142",1.35147451187163,1.19114340090831,1.1844772211454,1.18669533979587,1.34284924885991,1.17456874347835,1.17456874347835,1.17456874347835
"143",1.35783513195433,1.20517654963739,1.20282286872288,1.19138159929563,1.3458583338963,1.19253973535683,1.19253973535683,1.19253973535683
"144",1.36379300644149,1.20341421276583,1.20171505836752,1.19924704711033,1.34006140619078,1.1816274626719,1.1816274626719,1.1816274626719
"145",1.34452892082242,1.19921703484893,1.19181092654104,1.19032247140945,1.33832959508306,1.17542076194856,1.17542076194856,1.17542076194856
"146",1.36016953008106,1.203952044721,1.19882259758474,1.19718116292231,1.35415545466404,1.19909500269385,1.19909500269385,1.19909500269385
"147",1.35769450882505,1.2013637071284,1.19861690150608,1.1938945594608,1.35783090264638,1.19405440794909,1.19405440794909,1.19405440794909
"148",1.34671532338367,1.18731842285146,1.1860649217509,1.17954783185858,1.33422143099152,1.17811557391848,1.17811557391848,1.17811557391848
"149",1.34837366549121,1.19023901931307,1.19151429767524,1.17429488286035,1.35435176873775,1.20305508694806,1.20305508694806,1.20305508694806
"150",1.34843777476336,1.20065014673772,1.19765290433554,1.18581155804585,1.34929435613604,1.18980331718368,1.18980331718368,1.18980331718368
"151",1.37076572578659,1.19169508546931,1.18965837923498,1.18551411829027,1.36233092858319,1.20363902588387,1.20363902588387,1.20363902588387
"152",1.3586447967993,1.20525274430548,1.20089493109952,1.19136804822415,1.35305094797067,1.18469761481711,1.18469761481711,1.18469761481711
"153",1.35256182272181,1.19645060931319,1.19294180583529,1.19905306852423,1.3473225567109,1.18228896515767,1.18228896515767,1.18228896515767
"154",1.35323901066662,1.19491400767339,1.18954967155811,1.18058971278474,1.3466327679341,1.18175824143207,1.18175824143207,1.18175824143207
"155",1.36009001684827,1.19555745936176,1.19775010546731,1.20182898354895,1.33974777988745,1.17944204552757,1.17944204552757,1.17944204552757
"156",1.36107307350096,1.2003848004438,1.19493747352789,1.19503716545502,1.33805165458881,1.17324455801311,1.17324455801311,1.17324455801311
"157",1.34807647193383,1.19321377431697,1.18855542854861,1.2011054461773,1.34734272140958,1.18462371531001,1.18462371531001,1.18462371531001
"158",1.35654918824744,1.19184991912511,1.19215067049098,1.18609904850688,1.34868357377363,1.18257051763683,1.18257051763683,1.18257051763683
"159",1.35702707295428,1.19466184836043,1.19122758646332,1.18440554907564,1.34260289551884,1.18049176738307,1.18049176738307,1.18049176738307
"160",1.35881292159613,1.18793782840773,1.18902333980281,1.19479482613481,1.3379556870972,1.16818494933668,1.16818494933668,1.16818494933668
"161",1.35047009866011,1.18437916214695,1.18015725636416,1.19213031888781,1.33465246023896,1.17072174877417,1.17072174877417,1.17072174877417
"162",1.34381412599862,1.18760769054564,1.18473419163542,1.18998964216421,1.35403051329508,1.19419717802766,1.19419717802766,1.19419717802766
"163",1.35896185123574,1.18728446489421,1.18870957218733,1.18874085149136,1.33777249269206,1.18245284530191,1.18245284530191,1.18245284530191
"164",1.35746349745075,1.19134758205806,1.18218959805744,1.20217028870816,1.35575289301812,1.19055057634943,1.19055057634943,1.19055057634943
"165",1.35340802067894,1.18962178976452,1.18914482687487,1.19542083771951,1.34263239097002,1.18401801285458,1.18401801285458,1.18401801285458
"166",1.37332339480451,1.19220536319849,1.18921164771183,1.18398147742925,1.34624686075364,1.1735302940609,1.1735302940609,1.1735302940609
"167",1.34790800286214,1.1959113166413,1.19412684339908,1.17704488538678,1.35166018951672,1.18436110943952,1.18436110943952,1.18436110943952
"168",1.35143966252935,1.18393244898796,1.17887953069069,1.19378171711878,1.34186243831443,1.17545307875588,1.17545307875588,1.17545307875588
"169",1.35806905808384,1.19257087124652,1.19153090074098,1.20926560850978,1.33564058843322,1.18773854314099,1.18773854314099,1.18773854314099
"170",1.35527620136403,1.20145634248796,1.19687452249883,1.19937276834014,1.33701918751479,1.18432447188875,1.18432447188875,1.18432447188875
"171",1.34774353250655,1.1911481707538,1.19095522203963,1.2113892773222,1.35437401481904,1.18343684779385,1.18343684779385,1.18343684779385
"172",1.36135787395193,1.20262799709151,1.1986526898345,1.18148880912304,1.3352263300029,1.17233616562397,1.17233616562397,1.17233616562397
"173",1.35891340302523,1.20397458316398,1.19851547103411,1.18894650268061,1.34187416246791,1.19862572937631,1.19862572937631,1.19862572937631
"174",1.36699582696828,1.19986247641548,1.19806828577808,1.18820437918817,1.34196725907425,1.18020741617536,1.18020741617536,1.18020741617536
"175",1.35396333547349,1.20569062095809,1.20348270676335,1.18377007001682,1.34437217500366,1.19492020809632,1.19492020809632,1.19492020809632
"176",1.34155195446539,1.18157894217259,1.18505942183735,1.17721560773574,1.34741966405744,1.18521411022764,1.18521411022764,1.18521411022764
"177",1.37131517206415,1.20225466116344,1.20108449746242,1.17770951760152,1.34292049243725,1.18100746716646,1.18100746716646,1.18100746716646
"178",1.34744250775911,1.19279381502106,1.19205299045897,1.19211364611321,1.33341381944189,1.17401348270707,1.17401348270707,1.17401348270707
"179",1.35338548205514,1.1913204918116,1.18931789861761,1.18512027625495,1.34552668573226,1.1836722816438,1.1836722816438,1.1836722816438
"180",1.35302542501753,1.19965752836452,1.19606666266149,1.19975480963821,1.36118535510699,1.18656205422041,1.18656205422041,1.18656205422041
"181",1.35797007448271,1.19702165354388,1.19184874305919,1.20700733724738,1.35564437572943,1.18025586824509,1.18025586824509,1.18025586824509
"182",1.34595615221812,1.20152769459816,1.20097687820744,1.19930801893277,1.34978221922332,1.18602683125946,1.18602683125946,1.18602683125946
"183",1.33750361081103,1.18131704669401,1.17428765815826,1.18189562590264,1.34827881065291,1.18246041866912,1.18246041866912,1.18246041866912
"184",1.34944227258061,1.20329597674823,1.19941369645767,1.18446380605339,1.34433540845061,1.1767485298169,1.1767485298169,1.1767485298169
"185",1.34855598364736,1.19847000790312,1.19442101041867,1.18200369616106,1.35284843325261,1.18732108363777,1.18732108363777,1.18732108363777
"186",1.34935206559821,1.18754283368758,1.18434214373797,1.19239036997449,1.3536479332527,1.19406533685082,1.19406533685082,1.19406533685082
"187",1.35180795256122,1.18066779082893,1.18069731716354,1.20638424587146,1.33841024692359,1.17503187581567,1.17503187581567,1.17503187581567
"188",1.36779497502176,1.20320278773278,1.20051024419508,1.19167067448082,1.3464111124026,1.17505309205848,1.17505309205848,1.17505309205848
"189",1.3647227748725,1.21484733402831,1.21145132166989,1.19242863398471,1.34107280186886,1.16810065095741,1.16810065095741,1.16810065095741
"190",1.36349771209655,1.19934099574938,1.18687630559924,1.19828157666365,1.34772518124125,1.17301078517705,1.17301078517705,1.17301078517705
"191",1.36242383061918,1.19046388243597,1.19144240384146,1.19134451808192,1.34244994190556,1.18331304929596,1.18331304929596,1.18331304929596
"192",1.35584976836497,1.19590928866538,1.19301479268981,1.18540635323576,1.34748163121879,1.18204119800056,1.18204119800056,1.18204119800056
"193",1.35575819032208,1.19501226766658,1.19165375131127,1.1894918455173,1.35138221470571,1.19305574354979,1.19305574354979,1.19305574354979
"194",1.34552354442488,1.18677181873368,1.18346655174548,1.19661570220438,1.34774777853091,1.19350645723258,1.19350645723258,1.19350645723258
"195",1.34185689208807,1.17782058745422,1.17624476612689,1.18262852942099,1.3451455533551,1.1847181331542,1.1847181331542,1.1847181331542
"196",1.35647707653112,1.19797995120674,1.19556201219422,1.19756135213091,1.35730393994749,1.2098125950618,1.2098125950618,1.2098125950618
"197",1.34721191039165,1.18611229193657,1.19134731103783,1.19870763262014,1.36460176331637,1.18873094899012,1.18873094899012,1.18873094899012
"198",1.35955176843495,1.18951669197834,1.18915256271374,1.18945689701923,1.34859240022921,1.17961204818644,1.17961204818644,1.17961204818644
"199",1.35989398762434,1.18412990333572,1.18176800072127,1.19105694961671,1.34607845227956,1.18074768406797,1.18074768406797,1.18074768406797
"200",1.34848283852208,1.19755082353863,1.19117923831148,1.1865703891698,1.3447883848594,1.18472942147635,1.18472942147635,1.18472942147635
"201",1.35475527777296,1.19828191951059,1.19999050892589,1.18111451031225,1.34027675094953,1.1809605074903,1.1809605074903,1.1809605074903
"202",1.35049982252597,1.1931582447746,1.18947295768498,1.19214142589705,1.35442201760337,1.1834366958347,1.1834366958347,1.1834366958347
"203",1.34902827680346,1.18506670850058,1.18185932150475,1.19021016179493,1.34885668551332,1.17843032347483,1.17843032347483,1.17843032347483
"204",1.33670677569198,1.18977275418329,1.1879282415457,1.20186562968882,1.34847977352401,1.17648796204945,1.17648796204945,1.17648796204945
"205",1.3485776591004,1.19014791925878,1.19146995229586,1.18487719979226,1.32888142263125,1.17412893003742,1.17412893003742,1.17412893003742
"206",1.34735287918576,1.18821232409506,1.18412817562189,1.19108856414536,1.33750665395414,1.18224196763495,1.18224196763495,1.18224196763495
"207",1.33764954953315,1.18344130605544,1.17585391298484,1.19378642122404,1.35232887499109,1.1921026005391,1.1921026005391,1.1921026005391
"208",1.36074526093145,1.20053030442132,1.19843682001484,1.18794913731177,1.34776705667065,1.18259396292767,1.18259396292767,1.18259396292767
