"V1","V2"
1.2944326376558,1.34893658072112
1.33375281246857,1.34796961690809
1.31254356337117,1.33824115764812
1.32093440532853,1.3472770975158
1.32336184510834,1.34181531571253
1.31254185376793,1.34168839874906
1.30872969930988,1.34302975968025
1.31603557271532,1.34404134598785
1.30724306858135,1.34891768301195
1.32176029342451,1.34465886790207
1.31242090245869,1.35499374275152
1.31943689418855,1.34253833928056
1.31060402918839,1.34412718776697
1.32504961954984,1.34611996663594
1.31789911635251,1.34073690245365
1.31558657673226,1.34103750698355
1.31416389530834,1.34973838646177
1.31917201251808,1.34768223238401
1.33426846728593,1.34666912492059
1.32376211865461,1.3549325719931
1.31674424765277,1.33992860027392
1.316280721328,1.34981577733122
1.30713605316033,1.34579613674232
1.32878758994574,1.34584706913036
1.31134154227488,1.33949597182674
1.31440902325699,1.34583676492563
1.31668173148061,1.34682430868789
1.32903328778777,1.34566147240736
1.32489857437609,1.34158466175595
1.31580908025056,1.35107548888264
1.32310295620057,1.33790282976228
1.30244971208604,1.35008523189452
1.31663131197469,1.34160104566196
1.32309575904509,1.35916306377082
1.31511224563515,1.34122507001022
1.30776548740747,1.35870444534675
1.31789338296602,1.34948242514671
1.31852395211992,1.34851563508656
1.32002634613017,1.34303330061513
1.31137136077413,1.34968408185749
1.31150436685972,1.34630032247205
1.32023677528215,1.34559145638571
1.31987869813078,1.34787808955981
1.3032079765389,1.334975376859
1.30976820474023,1.34350682224533
1.31603467604723,1.34562421423332
1.31677557517232,1.34573540809847
1.32466281011456,1.3361898651811
1.32221987647953,1.36227361997759
1.32363157678331,1.34591477143117
1.29866066999631,1.35255512033425
1.30341005769918,1.33930848785597
1.32000222327678,1.34124596414949
1.3247794830302,1.35633546120981
1.30571860855198,1.33923367620381
1.31056905673755,1.34988657049581
1.32056996960357,1.35141573062867
1.30740600761476,1.34823178658022
1.30840282800162,1.34370999444763
1.30151619092723,1.3339241369929
1.31753126779696,1.34048593050809
1.30854844451331,1.34608639404652
1.31280201699157,1.35760150518414
1.32399814538658,1.35324764310821
1.31235424274444,1.3463556457067
1.31959976175394,1.34094703612284
1.31508368152336,1.35001236925038
1.32788336337978,1.3338411985312
1.32081826418072,1.33824197671288
1.31491973217785,1.34897562568484
1.3141013225976,1.33318093864902
1.31437560778111,1.33837565407429
1.31031546633654,1.33691834078908
1.31716646879731,1.34256608227808
1.31555404825025,1.34617287959913
1.32157462035531,1.35106980903659
1.32423154831325,1.36058371850366
1.30769137030938,1.34365601663586
1.32612552790821,1.3434049964331
1.3018071787343,1.34497099715407
1.3050379998909,1.33923873168833
1.31331869630749,1.35285846722184
1.31643967803332,1.35042030900289
1.31959269584295,1.3441096139804
1.32576146881896,1.34861276234373
1.31135617284867,1.3624735648863
1.32727057037738,1.36593946234534
1.31288979488316,1.34260697160767
1.31211472408486,1.33156546425581
1.30383807727188,1.34735674176377
1.31498793585603,1.35403592579092
1.32781479207432,1.36488898874591
1.31482574646086,1.35263533463467
1.30934192078746,1.34115776110701
1.32236073319747,1.3446568248751
1.3315472707836,1.34955879121214
1.31924510873604,1.35599010549462
1.31255269269829,1.35744828449045
1.30770755491656,1.34066131014211
1.30482295694605,1.34225808351372
1.30874813129335,1.34988244284144
1.31481331321792,1.33676163571049
1.31989649374974,1.33600217881067
1.30611622074055,1.34455489196283
1.33310743402255,1.33389950009964
1.31691286030753,1.35188809245588
1.30190362063082,1.35944344848796
1.31116169619123,1.35591386557667
1.3245694471563,1.3526121096158
1.3157255255424,1.35914062608829
1.32133610625515,1.35408846960101
1.31870173472851,1.36233785624105
1.31829566094438,1.35941426398969
1.31480060882353,1.34738915378188
1.32718632468584,1.36332989172232
1.31527488042925,1.34660850291058
1.30784922356353,1.35403493104114
